,AIF1,CD11B,AOAH,ARHGAP25,ZNF101,CEP68,GLRX,COQ8A,GPR155,SELPLG,PDP1,RNF214,STK10,CORO7,ITFG2,FOXP3,PRSS23,SAMHD1,PRKCB,TNFSF8,ADRB2,MYO1G,LITAF,ADGRG1,VCL,STMN3,ZAP70,TRMT1,CD28,SLA,GAB3,TMEM123,GZMB,RASSF1,TSHZ2,PDK1,AGTPBP1,SVIL,CD5,FANK1,LEF1,LCK,MTSS1,SGSM3,UCHL1,DSTN,CD248,RASGRP2,TRAF3IP3,WDR43,PLEK,CLDND1,GLUT1,PDE3B,FCRL6,RTKN2,GIMAP2,CCM2,CD38,PATL2,CD8B,TBX21,GLTSCR2,LDHB,FKBP5,TTC16,RIC3,CX3CR1,NELL2,SCML4,CD127,ARHGEF18,RAP1GAP2,LGALS1,WDR37,GPR183,CD42b,BEX4,NOSIP,ADAM8,IL2RA,SNURF,CCR10,CD161,NPM1,GCSAM,SLCO4C1,TTN,SERINC5,FCRL3,RGS19,FAM102A,LMO7,TMEM204,C12orf75,SPON2,CCL5,GIMAP5,OXNAD1,ATP2B1,KCNAB2,SPINT2,CAMK4,EIF3L,CD19,TIGIT,Helios,C1orf21,LTB,LLGL2,FCMR,TRAT1,TMEM63A,KLRF1,ARHGAP45,VEZF1,B3GNT2,BIRC3,SRPK2,CD247,FAM117B,CD6,CAPN2,EIF3E,CD27,NDFIP1,CD62L,APBA2,PLEKHG3,MBP,TIM3,DGKA,FAM110A,GITR,TPCN1,FHIT,SH3BP5,TOMM7,ACTN1,CD3G,LILRB1,NOG,LDLRAP1,GIMAP8,CD3E,MYO1F,C1orf228,SPTBN1,CCR4,CD48,PASK,CTLA4,GZMA,RSL1D1,CD146,LRRC75A,IL-17,APEX1,CORO1A,CD39,PI16,IGF1R,SH3YL1,GLUL,IL17RA,CEP78,ABLIM1,CD101,FYB1,HAPLN3,TTC39C,USP28,OSBPL5,NT5E,CCR6,GK5,LPCAT1,EPHX2,CD272,FOXP1,FAM60A,AHNAK,PXN,SLC9A3R1,THEM4,CD122,TBC1D4,GZMK,CXCR3,ELK3,TM4SF19,F5,ITGAL,TRABD2A,CD57,CCDC141,ITK,UBQLN2,CD95,GNLY,CCR8,CD3D,PLEKHB1,CASP2,PRKCA,FCGR3B,SAMD3,CD71,FCGR3A,CPNE2,LCP2,CASP8,CD18,TLDC2,RCAN3,CORO7-PAM16,HPGD,C6orf48,CD31,BACH2,BIN2,IL2RG,PSIP1,SLC40A1,CD2,CXCR4,CD29,CMTM7,SYNE1,SNX20,CD45,ARL4C,SH2D1A,ATM,TTC38,MAML2,EEF1B2,BCL2,TPST2,LMNA,TESPA1,TCF7,TGFBR3,CD69,NPAT,CD56,MLXIP,IL10RA,IL-4,S1PR5,EXOSC8,ISG20,CD49D,R3HDM4,CD30,FGR,VIPR1,CD14,PIK3IP1,THAP7,TRAP1,C1orf162,FUT11,CD55,METTL7A,CA6,RPS5,TRIM16,TAGLN2,ZEB2,STAM,RACK1,LRRN3,TXK,EMP3,SATB1,FLNA,MYC,FGFBP2,CD52,RAP1B,KLRD1,CD4,MAL,CD8,RAP2B,PIK3R5,ZNF683,RNF166,USP15,GZMH,EFHD2,NKG7,PD-1,CD53,CD37,SNED1,CD197,PTPRCAP,ZNF600,CD300A,SMAP2,EEF2,RPS8
Cell_11,0,0,0,0,17,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,16,0,602,1,0,7,0,0,0,7,1,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,7,0,0,0,3,0,0,0,6,0,0,0,2,0,15,0,6,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,3,1,0,1,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,187,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,106,0,10,0,0,0,0,15,0,2,0,2,0,2,0,0,0,0,0,1,1,0,0,0,0,3,1,11,0,0,0,0,0,0,0,2,1,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,133,256,0,0,0,0,1,0,0,0,2,0,0,5,0,0,0,0,0,0,0,4,0,1,5,1,7,0,0,2,7,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,3,0,0,2,25,6,0,0
Cell_12,10,1,0,0,0,0,0,3,0,0,2,8,1,0,0,0,3,0,0,2,0,5,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,1,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,30,0,0,0,0,0,1,0,0,6,1,2,0,0,0,1,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,5,5,0,0,0,21,99,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,11,0,0,0,3,0,2,1,0,0,0,1,0,0,3,0,12,0,0,0,0,0,0,1,0,0,0,273,0,0,0,29,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,2,3,11,0,0,0,0,0,0,0,10,0,65,0,0,2,4,1,0,52,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,50,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,9,0,26,0,0,0,0,0,0,0,0,0,112,8,4,0,0
Cell_13,3,0,1,0,1,0,0,0,0,0,0,30,0,2,0,0,8,2,0,0,0,4,1,13,0,0,0,0,0,0,5,0,3,5,0,0,0,5,0,0,1,0,4,6,1,0,0,0,0,123,0,14,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,1,0,0,0,2,0,0,1,0,0,8,0,2,0,0,0,0,0,0,0,0,4,0,1,2,2,0,0,0,0,0,1,0,0,0,0,1,0,135,3,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,71,0,0,2,0,0,0,2,0,0,1,0,0,0,0,1,1,0,2,0,0,0,3,0,0,0,1,1,2,0,0,0,1,0,0,5,1,0,3,0,0,1,3,0,6,0,0,13,1,1,0,0,0,0,0,0,1,0,0,1223,0,0,0,0,5,0,0,0,0,0,18,0,2,1,0,0,1,2,0,5,0,29,0,5,14,0,0,0,0,9,0,4,0,0,0,0,0,9,40,0,1,0,0,50,0,0,0,0,0,0,4,0,0,0,1,5,0,0,0,0,1,0,0,2,5,0,1,0,16,0,0,0,0,0,0,0,2,0,0,2,1,1,4,0,1,0,1,6,0,0,0,0,0,0,0,0,1,0,1,0,17,5,0,0,0,0,0,0,1,0,0,0,0,0,37,9,0,2,17
Cell_14,4,0,0,0,3,5,0,5,25,0,4,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,8,0,0,105,1,0,10,0,0,2,0,0,0,2,1,0,20,0,0,1,4,0,0,0,0,0,1,0,1,0,0,0,5,0,0,0,22,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,2,1,0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,4,124,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,2,7,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,3,0,8,0,0,0,0,52,0,0,0,0,0,0,0,4,4,2,9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,4,0,0,0,1,0,2,37,0,1,0,0,0,1,69,0,4,17,1,0,0,0,0,2,0,0,0,0,1,0,0,0,3,3,0,0,1,0,2,1,0,0,7,1,0,0,0,0,0,0,0,169,1,0,0,0,0,1,0,0,0,0,6,0,0,9,0,0,0,2,2,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,64,0,0,0,0,0,0,6,0,0,9,0,0,0,0
Cell_15,0,0,0,0,0,50,2,4,116,0,0,0,0,3,0,0,0,0,1,0,0,6,0,0,2,0,1,1,0,1,5,5,0,0,68,1,0,9,0,3,0,0,0,5,0,0,6,2,0,5,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,0,0,0,7,1,1,1,0,0,7,0,0,0,97,0,0,0,0,0,2,2,1,0,0,17,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,3,0,9,14,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,46,11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,5,0,0,0,0,4,0,17,3,0,0,6,14,0,43,0,661,30,0,0,0,1,0,16,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,5,0,0,4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,143,0,6,0,1,0,0,3,73,0,1,0,0,4,0,1,0,12,1,0,0,13,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,17,1,0,1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,4,14,9,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,4
Cell_16,0,0,1,2,17,0,0,1,5,0,7,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,560,0,0,5,2,0,3,0,0,2,0,7,2,0,0,15,0,3,0,0,3,0,3,20,0,0,0,0,6,0,0,7,1,0,2,129,0,0,0,0,1,0,0,10,32,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,0,0,0,3,0,0,0,3,1,16,28,2,0,13,0,0,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,23,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,20,65,0,0,0,0,9,0,40,0,0,0,1,2,0,0,0,0,2,0,0,0,4,0,2,0,299,3,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,137,0,1,0,91,0,1,0,0,0,0,0,0,45,0,2,0,1,0,0,0,4,3,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,0,1,0,17,0,0,0,0,0,0,3,2,0,0,5,19,0,4
Cell_17,5,0,0,0,6,0,2,0,3,0,0,1,0,2,0,2,0,9,3,1,1,1,3,3,0,0,0,3,0,0,2,3,1,0,0,6,0,1,0,0,0,0,0,0,0,23,0,1,0,1,0,3,1,0,0,0,0,2,0,0,4,0,0,0,0,1,0,0,0,37,0,0,6,0,15,1,0,0,19,0,1,0,22,2,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,1,0,0,0,0,4,4,0,1,0,0,0,43,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,38,177,0,0,0,0,0,1,3,14,0,0,0,0,0,2,0,0,3,0,0,0,0,0,6,0,1,0,0,0,0,2,39,0,0,17,1,0,0,0,0,0,0,9,0,0,0,0,0,2,0,3,6,0,0,0,0,0,0,0,1,0,0,0,0,11,2,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,16,0,0,2,0,9,7,0,24,0,0,2,1,0,0,9,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,2,17,0,0,0,0,2,0,7
Cell_18,2,2,0,0,2,7,1,0,0,0,4,2,1,0,0,0,12,0,3,4,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,10,1,1,0,0,0,1,13,0,5,0,0,2,0,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,10,0,1,8,5,0,0,3,0,0,0,0,0,0,0,0,0,32,6,0,0,0,0,2,0,1,0,0,0,0,0,3,1,0,1,1,0,0,1,26,0,9,0,0,0,0,0,0,3,0,0,0,0,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,2,8,0,23,0,0,3,0,2,0,2,0,0,0,0,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,41,1,5,0,0,0,0,0,25,0,10,0,0,1,0,0,1,4,0,0,0,0,0,0,0,2,0,0,0,408,0,0,0,0,12,0,2,0,0,0,0,1,45,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,4,0,0,0,6,0,0,0,16,0,0,0,1,0,0,0,0,0,0,1,0,2,8,0,0,14,0,0,0,0,0,0,0,0,0,86,13,5,0,19
Cell_19,11,0,0,0,10,0,0,0,60,0,6,0,0,3,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1342,1,0,21,2,0,0,0,0,3,18,4,0,13,0,0,2,0,0,0,0,15,0,0,0,0,5,1,0,0,19,0,0,0,0,0,0,0,2,0,1,5,1,0,3,0,5,0,0,0,0,0,9,1,0,9,0,0,0,0,0,0,0,4,0,0,0,3,1,8,18,3,0,1,1,0,13,82,7,0,0,0,3,0,0,2,0,0,0,0,0,9,0,10,0,1,16,31,614,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,88,1,0,0,0,0,0,0,1,2,4,3,1,1,2,0,0,0,0,18,0,1,0,0,0,6,0,4,1,1,1,22,0,0,0,2,2,0,0,0,0,0,6,0,0,0,0,1,0,19,0,0,0,1,0,0,0,0,0,0,0,287,0,0,0,0,4,0,0,0,0,0,0,0,70,0,0,0,1,0,0,0,54,0,0,0,0,0,0,0,0,1,8,2,1,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,3,14,0,0,0,0,0,0,0,0,5,1,0,3,29,0,0,0
Cell_20,0,0,0,8,5,17,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,8,0,0,12,0,0,0,2,0,0,2,0,0,0,0,4,0,0,1,5,10,4,4,3,7,0,1,0,0,0,0,0,0,0,1,0,11,0,1,0,0,0,0,0,0,0,2,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,3,7,0,1,1,0,0,1,0,0,0,0,0,3,4,4,1,0,0,0,6,0,0,0,1,0,0,0,0,173,0,0,5,2,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,1,0,0,22,2,0,0,0,0,0,6,1,0,0,6,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,32,0,0,0,0,0,0,0,23,0,6,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,11,6,0,0,7,0,0,0,0,0,0,27,0,0,0,0,0,0,0
Cell_21,0,0,0,0,0,10,0,8,108,0,3,0,3,0,0,0,0,4,0,2,0,4,0,8,0,0,0,0,0,1,1,0,0,0,0,0,9,0,0,58,1,0,0,0,0,1,0,0,0,1,0,0,0,9,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,5,68,0,0,0,15,0,0,0,0,0,2,0,0,0,4,8,0,1,0,1,0,5,0,1,1,2,0,2,5,0,0,0,0,0,5,21,0,0,1,0,0,0,0,5,0,0,0,127,0,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,36,0,0,0,0,0,0,0,3,0,1,0,0,0,7,0,1,0,1,0,0,0,1,57,0,3,223,0,1,0,0,2,1,0,90,0,2,0,0,0,1,0,0,3,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,1,0,0,0,37,0,0,0,0,4,0,1,0,0,1,1,0,1,0,0,0,0,37,16,2,0,3,0,1,0,0,25,0,0,0,0,0,0,1,4,3,0,0,1,6,1,0,0,229,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0,6,0,0,7,0,0,0,0,0,4,1,0,0,0,0,0,0,0,19,0,28,0,0,0,1,0,0,0,1,0,9,3,0,2,18
Cell_22,2,0,0,0,0,13,0,4,33,0,0,20,0,1,0,1,5,0,0,0,0,3,10,0,0,0,0,1,0,0,2,0,0,0,0,1,2,0,0,1,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11,0,0,6,0,1,2,0,0,0,0,0,63,0,0,0,0,1,0,2,0,16,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,1,0,0,1,0,3,0,2,0,0,0,2,0,0,0,4,0,0,0,17,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,15,0,0,0,0,2,0,0,0,0,112,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,2,0,0,21,2,0,0,0,1,2,0,0,0,0,1,27,0,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,37,0,0,2,12,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,21,0,0,2,0,0,0,0,2,0,0,1,9,2,0,0,0,54,0,0,0,0,0,1,0,0,0,1,6,1,0,98,1,2,0,6,0,0,0,0,0,0,1,0,0,3,0,0,0,2,0,2,0,5,0,0,0,0,0,0,2,0,0,0,7,0,1,7
Cell_23,1,0,0,0,1,1,0,0,0,0,3,13,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,19,0,1,0,0,0,7,4,0,1,0,0,0,51,0,0,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,22,1,1,0,0,0,0,0,0,1,12,0,0,0,0,4,0,0,0,1,1,1,0,0,0,2,1,3,7,1,0,0,0,0,70,1,2,11,0,0,0,0,0,4,0,0,0,0,0,1,3,0,0,2,15,0,25,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,3,1,1,0,19,1,2,46,0,0,0,0,1,0,8,0,0,11,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,118,0,1,0,8,1,0,0,0,0,0,0,25,0,0,0,0,24,0,0,2,0,1,6,1,0,0,0,0,10,0,25,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,7,9,14,0,23,0,0,0,0,0,0,1,0,0,24,26,3,0,18
Cell_24,0,1,0,0,0,5,1,0,8,0,1,0,0,0,0,0,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,15,0,0,11,0,0,0,0,1,0,0,2,1,0,7,8,0,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,22,0,1,2,4,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,2,0,6,17,8,1,0,0,0,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,6,21,0,0,0,0,0,0,0,1,101,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,46,0,0,0,0,0,4,0,23,11,1,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,1,0,0,0,0,1,0,0,2,1,1,0,0,0,0,4,0,50,0,0,4,1,0,5,295,0,0,2,0,0,0,0,2,0,0,14,29,1,0,2,0,0,0,2,0,1,3,0,0,47,1,0,0,0,18,0,1,0,0,3,0,0,0,0,0,0,0,2,14,3,0,0,2,2,0,0,0,0,0,4,0,2,2,0,0,0,3,0,1,0,100,0,0,0,0,0,0,0,2,0,0,0,0,1,95
Cell_25,0,1,0,1,14,12,3,0,0,0,0,15,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,42,0,1,0,3,0,11,4,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,2,2,0,0,30,32,0,0,1,0,0,0,0,0,3,0,0,55,0,0,0,26,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,2,2,0,5,46,0,0,0,0,0,40,0,5,2,0,0,0,0,0,1,1,0,0,0,0,0,3,6,0,0,7,11,54,0,0,0,0,0,0,0,0,0,1,1,11,0,0,0,1,1,0,17,0,0,0,0,0,1,11,0,0,3,4,0,3,0,0,0,0,0,0,0,1,0,1,0,8,0,0,11,0,0,0,0,1,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,88,0,0,0,2,0,0,0,0,0,0,15,0,42,0,0,0,0,0,0,0,0,0,0,0,16,2,0,3,0,0,2,0,85,3,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,10,1,11,0,7,0,0,2,1,1,0,0,0,1,25,82,8,0,0
Cell_26,3,0,0,0,73,2,2,57,7,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,3,0,0,1,8,0,2,0,2,0,5,0,4,0,1,0,0,1,4,0,0,0,1,0,0,0,20,0,0,0,0,0,0,1,1,60,0,0,1,6,0,0,1,97,1,0,0,0,0,4,3,1,22,8,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,1,1,1,5,16,0,10,0,0,0,0,0,4,0,0,0,2,0,0,1,1,0,0,1,12,29,0,0,0,0,0,0,1,0,0,1,2,84,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,116,0,2,0,0,0,0,3,0,22,6,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,22,3,0,14,0,0,0,0,1,0,1,8,0,7,0,1,0,3,0,2,3,0,0,0,0,9,0,0,1,1,0,11,0,0,2,0,0,0,0,0,0,2,8,0,3,24,0,0,1,0,2,0,0,0,0,0,0,4,7,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,3,0,27,4,0,0,0,0,0,0,1,0,0,0,0,0,2
Cell_27,0,0,0,1,41,21,1,1,0,0,1,26,0,11,1,0,0,0,0,0,1,13,0,6,0,0,0,1,0,0,1,2,0,1,58,3,100,0,0,0,0,0,0,1,0,0,4,0,0,10,0,6,2,1,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,2,0,3,0,1,0,23,0,0,0,0,0,7,0,1,2,6,0,0,0,0,0,0,0,1,2,0,0,0,19,0,0,0,0,0,1,0,0,2,5,0,0,0,0,1,1,0,0,0,36,0,1,1,4,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,2,6,2,2,0,0,0,0,0,0,15,0,0,0,0,6,0,11,3,0,0,0,0,0,0,0,13,2,0,2,0,4,1,0,0,1,17,2,7,2,0,5,2,0,0,0,1,0,0,7,2,0,0,0,0,2,0,0,4,2,1,8,0,0,0,0,0,0,0,100,0,1,0,0,3,0,0,0,19,0,0,0,1,0,0,0,0,0,1,1,72,69,1,0,0,0,1,1,0,0,1,0,0,22,7,0,0,0,0,0,0,4,1,7,8,0,15,0,0,0,19,1,8,2,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,26,0,0,20,0,0,0,0,0,0,0,0,0,62,1,0,0,0
Cell_28,0,0,0,0,0,0,1,0,6,0,2,0,0,0,0,0,1,1,0,3,0,1,0,2,0,0,0,1,0,0,12,0,0,0,13,0,0,5,0,0,0,0,2,0,0,0,3,0,0,1,0,5,1,0,0,0,3,0,0,0,1,0,3,0,1,36,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,75,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,2,0,7,0,9,0,7,205,2,0,0,0,1,2,4,7,3,0,0,0,0,0,0,0,1,0,53,0,0,6,2,1,0,0,2,88,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,9,0,11,0,1,0,0,1,0,0,0,0,0,0,12,0,1,0,0,0,0,6,0,11,0,0,0,0,4,0,0,80,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,11,0,4,2,0,0,0,4,0,2,0,5,4,0,0,2,0,0,0,26,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,3,6,0,0,0,0,0,4,2,0,2,0,0,0,4,29,10,0,1,0,0,0,0,0,1,3,0,0,0,0,20,0,0
Cell_29,4,0,0,0,1,3,0,1,52,0,17,0,1,5,11,0,1,6,0,3,0,4,0,0,0,0,0,0,0,0,1,0,0,3,0,0,126,1,0,18,0,0,3,6,0,0,1,10,0,0,0,0,1,0,0,0,1,2,0,1,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,15,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,12,0,0,0,0,0,0,145,1,0,0,0,0,0,0,3,0,0,0,4,2,0,4,20,1,0,3,0,0,0,0,0,0,0,0,0,0,60,0,0,143,1,0,0,0,0,0,0,0,4,0,0,0,0,17,0,0,5,0,0,0,0,0,0,0,0,108,0,0,0,2,1,1,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,5,127,0,0,0,0,0,0,0,11,1,0,0,0,2,37,0,0,0,0,0,0,0,0,1,1,1,0,1,54,0,0,0,0,0,0,0,0,0,0,10,47,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,3,0,41,0,0,2,0,1,23,0,0,0,0,20,0,0,0,0,0,7,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,22,6,11,0,10
Cell_30,0,0,0,0,15,12,0,7,0,0,0,0,0,0,1,0,2,4,0,4,0,0,0,6,0,1,0,0,1,0,0,0,0,0,0,0,1829,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,6,0,0,0,0,1,0,1,16,13,0,1,0,0,0,7,0,0,1,0,0,17,0,2,0,3,1,0,0,0,2,0,0,2,0,2,29,2,0,0,1,0,0,0,0,0,1,0,0,0,22,0,1,1,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,7,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,27,0,1,0,0,0,1,30,0,0,0,0,0,0,0,0,96,0,0,8,5,0,0,9,0,3,0,2,7,0,0,0,0,1,0,0,0,0,3,0,0,3,1,0,2,0,0,0,0,5,0,0,0,23,0,0,0,0,0,0,0,0,0,17,0,2,23,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,3,2,0,0,1,1,0,0,2,1,14,0,0,0,0,2,4,0,0,2,1,0,6,0,0,0,1,0,0,2,10,3,0,0,0,0,0,3,0,0,21,17,0,0,3
