Gene 1	Gene 2	Weight	Network group	Network
PLEKHG3	CASP2	0.0033590305	Genetic Interactions	Lin-Smith-2010
PLEKHG3	SVIL	0.000753861	Genetic Interactions	Lin-Smith-2010
BCL2	SCML4	0.00076796924	Genetic Interactions	Lin-Smith-2010
BCL2	EFHD2	0.0037763752	Genetic Interactions	Lin-Smith-2010
BCL2	KLRF1	0.0017542089	Genetic Interactions	Lin-Smith-2010
BCL2	NDFIP1	0.0008809405	Genetic Interactions	Lin-Smith-2010
BCL2	FOXP1	0.00028508608	Genetic Interactions	Lin-Smith-2010
BCL2	SYNE1	0.000383282	Genetic Interactions	Lin-Smith-2010
BCL2	BACH2	0.00058284536	Genetic Interactions	Lin-Smith-2010
BCL2	IL2RA	0.00080155436	Genetic Interactions	Lin-Smith-2010
BCL2	IGF1R	0.0004978464	Genetic Interactions	Lin-Smith-2010
BCL2	SVIL	0.00045526322	Genetic Interactions	Lin-Smith-2010
C1orf21	ARHGEF18	0.0005306215	Genetic Interactions	Lin-Smith-2010
C1orf21	RTKN2	0.00035875922	Genetic Interactions	Lin-Smith-2010
C1orf21	FUT11	0.0012992441	Genetic Interactions	Lin-Smith-2010
C1orf21	CMTM7	0.0007264928	Genetic Interactions	Lin-Smith-2010
C1orf21	TSHZ2	0.00028931082	Genetic Interactions	Lin-Smith-2010
C1orf21	RAP2B	0.00041658946	Genetic Interactions	Lin-Smith-2010
C1orf21	CD57	0.001013674	Genetic Interactions	Lin-Smith-2010
C1orf21	FOXP1	0.00020318768	Genetic Interactions	Lin-Smith-2010
C1orf21	RIC3	0.0007400376	Genetic Interactions	Lin-Smith-2010
C1orf21	MBP	0.00035815628	Genetic Interactions	Lin-Smith-2010
C1orf21	WDR37	0.0004923561	Genetic Interactions	Lin-Smith-2010
C1orf21	CLDND1	0.0016784868	Genetic Interactions	Lin-Smith-2010
C1orf21	SVIL	0.000324477	Genetic Interactions	Lin-Smith-2010
DSTN	TMEM204	0.018563647	Genetic Interactions	Lin-Smith-2010
DSTN	FAM102A	0.0067996313	Genetic Interactions	Lin-Smith-2010
SH3YL1	MAML2	0.00048880494	Genetic Interactions	Lin-Smith-2010
SH3YL1	TSHZ2	0.00047798347	Genetic Interactions	Lin-Smith-2010
SH3YL1	KLRF1	0.002065622	Genetic Interactions	Lin-Smith-2010
SH3YL1	RCAN3	0.0020437213	Genetic Interactions	Lin-Smith-2010
SH3YL1	RAP2B	0.0006882662	Genetic Interactions	Lin-Smith-2010
SH3YL1	LEF1	0.0005533004	Genetic Interactions	Lin-Smith-2010
SH3YL1	SVIL	0.00053608307	Genetic Interactions	Lin-Smith-2010
SH3YL1	BCL2	0.00081322005	Genetic Interactions	Lin-Smith-2010
PSIP1	GK5	0.0012563544	Genetic Interactions	Lin-Smith-2010
PSIP1	RTKN2	0.0006607293	Genetic Interactions	Lin-Smith-2010
PSIP1	C1orf228	0.001290182	Genetic Interactions	Lin-Smith-2010
PSIP1	MAML2	0.00054488884	Genetic Interactions	Lin-Smith-2010
PSIP1	FUT11	0.0023928268	Genetic Interactions	Lin-Smith-2010
PSIP1	GAB3	0.002786068	Genetic Interactions	Lin-Smith-2010
PSIP1	RAP2B	0.00076723564	Genetic Interactions	Lin-Smith-2010
PSIP1	SLC40A1	0.0007642247	Genetic Interactions	Lin-Smith-2010
PSIP1	CEP68	0.0008517881	Genetic Interactions	Lin-Smith-2010
PSIP1	SYNE1	0.000503107	Genetic Interactions	Lin-Smith-2010
PSIP1	CTLA4	0.0031140533	Genetic Interactions	Lin-Smith-2010
PSIP1	IL-4	0.0015172027	Genetic Interactions	Lin-Smith-2010
PSIP1	IL2RA	0.0010521432	Genetic Interactions	Lin-Smith-2010
PSIP1	BIN2	0.00087968895	Genetic Interactions	Lin-Smith-2010
LPCAT1	GK5	0.0013049961	Genetic Interactions	Lin-Smith-2010
LPCAT1	SNX20	0.0011072695	Genetic Interactions	Lin-Smith-2010
LPCAT1	GIMAP8	0.0007502649	Genetic Interactions	Lin-Smith-2010
LPCAT1	USP15	0.0007900403	Genetic Interactions	Lin-Smith-2010
LPCAT1	SLC40A1	0.00079381285	Genetic Interactions	Lin-Smith-2010
LPCAT1	FOXP1	0.00038870034	Genetic Interactions	Lin-Smith-2010
LPCAT1	CEP68	0.0008847664	Genetic Interactions	Lin-Smith-2010
LPCAT1	FAM102A	0.0013912852	Genetic Interactions	Lin-Smith-2010
LPCAT1	TNFSF8	0.0019278158	Genetic Interactions	Lin-Smith-2010
ZEB2	SCML4	0.00038685944	Genetic Interactions	Lin-Smith-2010
ZEB2	GCSAM	0.0009400478	Genetic Interactions	Lin-Smith-2010
ZEB2	THEM4	0.00065003993	Genetic Interactions	Lin-Smith-2010
ZEB2	CMTM7	0.00051347504	Genetic Interactions	Lin-Smith-2010
ZEB2	TSHZ2	0.00020448088	Genetic Interactions	Lin-Smith-2010
ZEB2	ZNF600	0.00062443106	Genetic Interactions	Lin-Smith-2010
ZEB2	FAM110A	0.00061258447	Genetic Interactions	Lin-Smith-2010
ZEB2	GIMAP2	0.00044224292	Genetic Interactions	Lin-Smith-2010
ZEB2	FOXP1	0.00014361023	Genetic Interactions	Lin-Smith-2010
ZEB2	CD300A	0.0010098027	Genetic Interactions	Lin-Smith-2010
ZEB2	TMEM204	0.0014033453	Genetic Interactions	Lin-Smith-2010
ZEB2	SYNE1	0.00019307579	Genetic Interactions	Lin-Smith-2010
ZEB2	MBP	0.00025313988	Genetic Interactions	Lin-Smith-2010
ZEB2	IL2RA	0.0004037777	Genetic Interactions	Lin-Smith-2010
ZEB2	SVIL	0.00022933584	Genetic Interactions	Lin-Smith-2010
ZEB2	BCL2	0.0003478948	Genetic Interactions	Lin-Smith-2010
ZEB2	LPCAT1	0.00047433682	Genetic Interactions	Lin-Smith-2010
PDE3B	SCML4	0.0020501418	Genetic Interactions	Lin-Smith-2010
PDE3B	SNX20	0.0021679762	Genetic Interactions	Lin-Smith-2010
PDE3B	ADGRG1	0.0027898583	Genetic Interactions	Lin-Smith-2010
KLRD1	TSHZ2	0.0011298145	Genetic Interactions	Lin-Smith-2010
KLRD1	SLC40A1	0.0016204775	Genetic Interactions	Lin-Smith-2010
KLRD1	NOSIP	0.0047261636	Genetic Interactions	Lin-Smith-2010
SERINC5	GIMAP8	0.00076263456	Genetic Interactions	Lin-Smith-2010
SERINC5	TSHZ2	0.0005625797	Genetic Interactions	Lin-Smith-2010
SERINC5	ZNF600	0.0017179713	Genetic Interactions	Lin-Smith-2010
SERINC5	CEP68	0.00089935353	Genetic Interactions	Lin-Smith-2010
SERINC5	LEF1	0.0006512267	Genetic Interactions	Lin-Smith-2010
SERINC5	ZEB2	0.00048215722	Genetic Interactions	Lin-Smith-2010
PASK	RAP2B	0.0022668599	Genetic Interactions	Lin-Smith-2010
PASK	NDFIP1	0.003416523	Genetic Interactions	Lin-Smith-2010
PASK	MBP	0.0019488974	Genetic Interactions	Lin-Smith-2010
PASK	IGF1R	0.0019307818	Genetic Interactions	Lin-Smith-2010
NPAT	EIF3L	0.0034938157	Genetic Interactions	Lin-Smith-2010
NPAT	LEF1	0.00097388605	Genetic Interactions	Lin-Smith-2010
NPAT	SVIL	0.0009435811	Genetic Interactions	Lin-Smith-2010
NPAT	PLEKHG3	0.0023701943	Genetic Interactions	Lin-Smith-2010
NPAT	LPCAT1	0.0019516151	Genetic Interactions	Lin-Smith-2010
FCGR3A	CMTM7	0.002086314	Genetic Interactions	Lin-Smith-2010
FCGR3A	PIK3R5	0.0029423034	Genetic Interactions	Lin-Smith-2010
FCGR3A	BIN2	0.0013716932	Genetic Interactions	Lin-Smith-2010
TRMT1	NDFIP1	0.0031713783	Genetic Interactions	Lin-Smith-2010
TRMT1	NOSIP	0.006112887	Genetic Interactions	Lin-Smith-2010
TRMT1	ZEB2	0.0012524183	Genetic Interactions	Lin-Smith-2010
CXCR3	TTC39C	0.002094217	Genetic Interactions	Lin-Smith-2010
CXCR3	CD146	0.0026506903	Genetic Interactions	Lin-Smith-2010
CXCR3	RSL1D1	0.004013214	Genetic Interactions	Lin-Smith-2010
CXCR3	SYNE1	0.0009010085	Genetic Interactions	Lin-Smith-2010
SGSM3	SLC40A1	0.0010232339	Genetic Interactions	Lin-Smith-2010
SGSM3	CD248	0.0038814917	Genetic Interactions	Lin-Smith-2010
SGSM3	TNFSF8	0.002484977	Genetic Interactions	Lin-Smith-2010
SGSM3	NPAT	0.002515654	Genetic Interactions	Lin-Smith-2010
THAP7	PI16	0.0044926642	Genetic Interactions	Lin-Smith-2010
THAP7	FOXP1	0.0008913148	Genetic Interactions	Lin-Smith-2010
GZMB	SVIL	0.0019305821	Genetic Interactions	Lin-Smith-2010
HPGD	C1orf228	0.0011946897	Genetic Interactions	Lin-Smith-2010
HPGD	NOG	0.0025144278	Genetic Interactions	Lin-Smith-2010
HPGD	USP15	0.00070429774	Genetic Interactions	Lin-Smith-2010
HPGD	RAP2B	0.00071044895	Genetic Interactions	Lin-Smith-2010
HPGD	GIMAP2	0.0010670813	Genetic Interactions	Lin-Smith-2010
HPGD	SPTBN1	0.00060686585	Genetic Interactions	Lin-Smith-2010
HPGD	MTSS1	0.0008140093	Genetic Interactions	Lin-Smith-2010
HPGD	BCL2	0.00083943	Genetic Interactions	Lin-Smith-2010
TCF7	GIMAP5	0.0046941065	Genetic Interactions	Lin-Smith-2010
TCF7	BACH2	0.0018459699	Genetic Interactions	Lin-Smith-2010
CCR4	RTKN2	0.0007217123	Genetic Interactions	Lin-Smith-2010
CCR4	GIMAP8	0.0007889657	Genetic Interactions	Lin-Smith-2010
CCR4	R3HDM4	0.0015160909	Genetic Interactions	Lin-Smith-2010
CCR4	SPTBN1	0.00071586174	Genetic Interactions	Lin-Smith-2010
CCR4	PASK	0.0038402434	Genetic Interactions	Lin-Smith-2010
CCR4	HPGD	0.0012035578	Genetic Interactions	Lin-Smith-2010
PRKCA	GK5	0.0007709462	Genetic Interactions	Lin-Smith-2010
PRKCA	GPR155	0.00088031136	Genetic Interactions	Lin-Smith-2010
PRKCA	TPCN1	0.0008691808	Genetic Interactions	Lin-Smith-2010
PRKCA	FOXP3	0.0012246502	Genetic Interactions	Lin-Smith-2010
PRKCA	CD57	0.0011455938	Genetic Interactions	Lin-Smith-2010
PRKCA	IGF1R	0.00040100442	Genetic Interactions	Lin-Smith-2010
PRKCA	PIK3IP1	0.001048689	Genetic Interactions	Lin-Smith-2010
PRKCA	SVIL	0.00036670457	Genetic Interactions	Lin-Smith-2010
PRKCA	C1orf21	0.00039647307	Genetic Interactions	Lin-Smith-2010
PRKCA	PASK	0.0021573973	Genetic Interactions	Lin-Smith-2010
PRKCA	SGSM3	0.0009776605	Genetic Interactions	Lin-Smith-2010
RAP1GAP2	THEM4	0.0011018142	Genetic Interactions	Lin-Smith-2010
RAP1GAP2	FAM110A	0.0010383275	Genetic Interactions	Lin-Smith-2010
RAP1GAP2	CCM2	0.0013193755	Genetic Interactions	Lin-Smith-2010
RAP1GAP2	SYNE1	0.00032726245	Genetic Interactions	Lin-Smith-2010
RAP1GAP2	NOSIP	0.0014498484	Genetic Interactions	Lin-Smith-2010
RAP1GAP2	IL17RA	0.001199367	Genetic Interactions	Lin-Smith-2010
RAP1GAP2	WDR37	0.000589842	Genetic Interactions	Lin-Smith-2010
RAP1GAP2	SVIL	0.00038872304	Genetic Interactions	Lin-Smith-2010
RAP1GAP2	RASSF1	0.0044872966	Genetic Interactions	Lin-Smith-2010
RAP1GAP2	KLRD1	0.0016412701	Genetic Interactions	Lin-Smith-2010
RAP1GAP2	SERINC5	0.00081725395	Genetic Interactions	Lin-Smith-2010
RAP1GAP2	PRKCA	0.00047497422	Genetic Interactions	Lin-Smith-2010
GLUL	GIMAP8	0.0008279865	Genetic Interactions	Lin-Smith-2010
GLUL	USP28	0.0031682085	Genetic Interactions	Lin-Smith-2010
GLUL	TRIM16	0.001773416	Genetic Interactions	Lin-Smith-2010
GLUL	PIK3R5	0.002163044	Genetic Interactions	Lin-Smith-2010
GLUL	FOXP1	0.00042896668	Genetic Interactions	Lin-Smith-2010
GLUL	PDP1	0.0025333376	Genetic Interactions	Lin-Smith-2010
GLUL	RSL1D1	0.0025687946	Genetic Interactions	Lin-Smith-2010
GLUL	IGF1R	0.0007491055	Genetic Interactions	Lin-Smith-2010
TXK	TPCN1	0.0010805037	Genetic Interactions	Lin-Smith-2010
TXK	FANK1	0.0012238608	Genetic Interactions	Lin-Smith-2010
TXK	PI16	0.0014388609	Genetic Interactions	Lin-Smith-2010
TXK	ARL4C	0.0009240075	Genetic Interactions	Lin-Smith-2010
TXK	MBP	0.00050317746	Genetic Interactions	Lin-Smith-2010
TXK	AHNAK	0.0007453147	Genetic Interactions	Lin-Smith-2010
TXK	MTSS1	0.00067058427	Genetic Interactions	Lin-Smith-2010
TXK	SERINC5	0.0009584055	Genetic Interactions	Lin-Smith-2010
TXK	SGSM3	0.001215358	Genetic Interactions	Lin-Smith-2010
TXK	PRKCA	0.00055700913	Genetic Interactions	Lin-Smith-2010
LMO7	ARHGEF18	0.0005187346	Genetic Interactions	Lin-Smith-2010
LMO7	TTC39C	0.00062071614	Genetic Interactions	Lin-Smith-2010
LMO7	MAML2	0.00028923302	Genetic Interactions	Lin-Smith-2010
LMO7	GCSAM	0.0013002367	Genetic Interactions	Lin-Smith-2010
LMO7	NOG	0.0014413683	Genetic Interactions	Lin-Smith-2010
LMO7	TPCN1	0.0007518619	Genetic Interactions	Lin-Smith-2010
LMO7	GITR	0.0016103891	Genetic Interactions	Lin-Smith-2010
LMO7	TRIM16	0.0008211922	Genetic Interactions	Lin-Smith-2010
LMO7	FAM60A	0.0005684565	Genetic Interactions	Lin-Smith-2010
LMO7	CEP68	0.00045213848	Genetic Interactions	Lin-Smith-2010
LMO7	R3HDM4	0.0007367576	Genetic Interactions	Lin-Smith-2010
LMO7	PDP1	0.0011730791	Genetic Interactions	Lin-Smith-2010
LMO7	MBP	0.000350133	Genetic Interactions	Lin-Smith-2010
LMO7	LEF1	0.0003273959	Genetic Interactions	Lin-Smith-2010
LMO7	SVIL	0.00031720818	Genetic Interactions	Lin-Smith-2010
LMO7	PSIP1	0.00063162926	Genetic Interactions	Lin-Smith-2010
LMO7	ZEB2	0.00024239838	Genetic Interactions	Lin-Smith-2010
CCR6	TTC39C	0.0011864777	Genetic Interactions	Lin-Smith-2010
CCR6	GIMAP8	0.0007328651	Genetic Interactions	Lin-Smith-2010
CCR6	KLRF1	0.0023363056	Genetic Interactions	Lin-Smith-2010
CCR6	FAM60A	0.0010865851	Genetic Interactions	Lin-Smith-2010
CCR6	ARL4C	0.0012290055	Genetic Interactions	Lin-Smith-2010
CCR6	CD6	0.0020664139	Genetic Interactions	Lin-Smith-2010
CCR6	LEF1	0.0006258061	Genetic Interactions	Lin-Smith-2010
CCR6	BIN2	0.0008925562	Genetic Interactions	Lin-Smith-2010
CCR6	BCL2	0.00091978617	Genetic Interactions	Lin-Smith-2010
CCR6	LMO7	0.00064086815	Genetic Interactions	Lin-Smith-2010
APBA2	MAML2	0.00047060556	Genetic Interactions	Lin-Smith-2010
APBA2	TSHZ2	0.00046018697	Genetic Interactions	Lin-Smith-2010
APBA2	TPCN1	0.0012233404	Genetic Interactions	Lin-Smith-2010
APBA2	SYNE1	0.00043451966	Genetic Interactions	Lin-Smith-2010
APBA2	MBP	0.00056969473	Genetic Interactions	Lin-Smith-2010
APBA2	BACH2	0.00066076097	Genetic Interactions	Lin-Smith-2010
APBA2	BIN2	0.0007597632	Genetic Interactions	Lin-Smith-2010
APBA2	C1orf21	0.0005580215	Genetic Interactions	Lin-Smith-2010
APBA2	ZEB2	0.00039440184	Genetic Interactions	Lin-Smith-2010
SELPLG	SAMD3	0.0013786623	Genetic Interactions	Lin-Smith-2010
SELPLG	MAML2	0.0006783814	Genetic Interactions	Lin-Smith-2010
SELPLG	ZNF683	0.0022090394	Genetic Interactions	Lin-Smith-2010
SELPLG	ZNF101	0.005226332	Genetic Interactions	Lin-Smith-2010
SELPLG	PLEKHB1	0.0017462698	Genetic Interactions	Lin-Smith-2010
SELPLG	SERINC5	0.0015641816	Genetic Interactions	Lin-Smith-2010
SELPLG	SGSM3	0.0019835453	Genetic Interactions	Lin-Smith-2010
SELPLG	APBA2	0.0012794915	Genetic Interactions	Lin-Smith-2010
CX3CR1	GIMAP8	0.0025491745	Genetic Interactions	Lin-Smith-2010
CX3CR1	IL17RA	0.0065072607	Genetic Interactions	Lin-Smith-2010
BEX4	APBA2	0.0020590762	Genetic Interactions	Lin-Smith-2010
ABLIM1	GK5	0.0005818483	Genetic Interactions	Lin-Smith-2010
ABLIM1	GIMAP8	0.00033451468	Genetic Interactions	Lin-Smith-2010
ABLIM1	MYO1G	0.001285155	Genetic Interactions	Lin-Smith-2010
ABLIM1	GLTSCR2	0.00076188514	Genetic Interactions	Lin-Smith-2010
ABLIM1	TMEM204	0.0016935369	Genetic Interactions	Lin-Smith-2010
ABLIM1	SYNE1	0.00023300108	Genetic Interactions	Lin-Smith-2010
ABLIM1	COQ8A	0.0007578236	Genetic Interactions	Lin-Smith-2010
ABLIM1	FAM102A	0.00062032137	Genetic Interactions	Lin-Smith-2010
ABLIM1	RIC3	0.0006312071	Genetic Interactions	Lin-Smith-2010
ABLIM1	CORO7	0.0011146531	Genetic Interactions	Lin-Smith-2010
ABLIM1	WDR37	0.00041994988	Genetic Interactions	Lin-Smith-2010
ABLIM1	MTSS1	0.0004071204	Genetic Interactions	Lin-Smith-2010
ABLIM1	EIF3L	0.0010247615	Genetic Interactions	Lin-Smith-2010
ABLIM1	AIF1	0.0010678482	Genetic Interactions	Lin-Smith-2010
ABLIM1	TNFSF8	0.00085954	Genetic Interactions	Lin-Smith-2010
ABLIM1	ZEB2	0.0002114888	Genetic Interactions	Lin-Smith-2010
ABLIM1	KLRD1	0.0011685354	Genetic Interactions	Lin-Smith-2010
ABLIM1	SGSM3	0.00073785963	Genetic Interactions	Lin-Smith-2010
ABLIM1	LMO7	0.00029252286	Genetic Interactions	Lin-Smith-2010
GNLY	RTKN2	0.0010461583	Genetic Interactions	Lin-Smith-2010
GNLY	THEM4	0.0026819233	Genetic Interactions	Lin-Smith-2010
GNLY	ITFG2	0.0067132874	Genetic Interactions	Lin-Smith-2010
GNLY	BCL2	0.0014353383	Genetic Interactions	Lin-Smith-2010
GNLY	LPCAT1	0.0019570107	Genetic Interactions	Lin-Smith-2010
GNLY	ABLIM1	0.0008725569	Genetic Interactions	Lin-Smith-2010
TPST2	GNLY	0.0037103067	Genetic Interactions	Lin-Smith-2010
RGS19	ARL4C	0.0032101271	Genetic Interactions	Lin-Smith-2010
RGS19	RACK1	0.004827096	Genetic Interactions	Lin-Smith-2010
RGS19	ABLIM1	0.0014604772	Genetic Interactions	Lin-Smith-2010
LLGL2	SVIL	0.0010630569	Genetic Interactions	Lin-Smith-2010
LLGL2	CCR4	0.002312144	Genetic Interactions	Lin-Smith-2010
KCNAB2	GPR155	0.0014498602	Genetic Interactions	Lin-Smith-2010
KCNAB2	MAML2	0.00055069313	Genetic Interactions	Lin-Smith-2010
KCNAB2	GIMAP8	0.00072999403	Genetic Interactions	Lin-Smith-2010
KCNAB2	USP28	0.00279325	Genetic Interactions	Lin-Smith-2010
KCNAB2	ZNF600	0.0016444427	Genetic Interactions	Lin-Smith-2010
KCNAB2	FOXP1	0.00037819834	Genetic Interactions	Lin-Smith-2010
KCNAB2	TMEM204	0.0036957175	Genetic Interactions	Lin-Smith-2010
KCNAB2	RAP1GAP2	0.0007822757	Genetic Interactions	Lin-Smith-2010
KCNAB2	LMO7	0.0006383575	Genetic Interactions	Lin-Smith-2010
FHIT	TTC39C	0.0005553931	Genetic Interactions	Lin-Smith-2010
FHIT	RTKN2	0.000313813	Genetic Interactions	Lin-Smith-2010
FHIT	TOMM7	0.0024274243	Genetic Interactions	Lin-Smith-2010
FHIT	TSHZ2	0.0002530653	Genetic Interactions	Lin-Smith-2010
FHIT	TPCN1	0.0006727373	Genetic Interactions	Lin-Smith-2010
FHIT	OSBPL5	0.00055924954	Genetic Interactions	Lin-Smith-2010
FHIT	MYO1G	0.0013179692	Genetic Interactions	Lin-Smith-2010
FHIT	CD57	0.00088667846	Genetic Interactions	Lin-Smith-2010
FHIT	PLEKHB1	0.00066618173	Genetic Interactions	Lin-Smith-2010
FHIT	R3HDM4	0.00065922254	Genetic Interactions	Lin-Smith-2010
FHIT	PDP1	0.0010496264	Genetic Interactions	Lin-Smith-2010
FHIT	SPTBN1	0.00031126908	Genetic Interactions	Lin-Smith-2010
FHIT	RIC3	0.00064732385	Genetic Interactions	Lin-Smith-2010
FHIT	MBP	0.0003132856	Genetic Interactions	Lin-Smith-2010
FHIT	AHNAK	0.00046404378	Genetic Interactions	Lin-Smith-2010
FHIT	WDR37	0.00043067255	Genetic Interactions	Lin-Smith-2010
FHIT	PIK3IP1	0.0008116749	Genetic Interactions	Lin-Smith-2010
FHIT	EIF3L	0.0010509269	Genetic Interactions	Lin-Smith-2010
FHIT	LEF1	0.00029294135	Genetic Interactions	Lin-Smith-2010
FHIT	C1orf21	0.00030686625	Genetic Interactions	Lin-Smith-2010
FHIT	ZEB2	0.00021688882	Genetic Interactions	Lin-Smith-2010
FHIT	FCGR3A	0.0008812467	Genetic Interactions	Lin-Smith-2010
FHIT	CXCR3	0.0010121345	Genetic Interactions	Lin-Smith-2010
FHIT	TXK	0.00043111958	Genetic Interactions	Lin-Smith-2010
NT5E	GPR155	0.00060515676	Genetic Interactions	Lin-Smith-2010
NT5E	MAML2	0.00022985367	Genetic Interactions	Lin-Smith-2010
NT5E	TSHZ2	0.00022476503	Genetic Interactions	Lin-Smith-2010
NT5E	FANK1	0.0006767799	Genetic Interactions	Lin-Smith-2010
NT5E	TIGIT	0.0021436485	Genetic Interactions	Lin-Smith-2010
NT5E	ZNF600	0.00068637356	Genetic Interactions	Lin-Smith-2010
NT5E	GITR	0.0012797774	Genetic Interactions	Lin-Smith-2010
NT5E	TRIM16	0.000652602	Genetic Interactions	Lin-Smith-2010
NT5E	SLC40A1	0.0003223774	Genetic Interactions	Lin-Smith-2010
NT5E	FOXP1	0.0001578561	Genetic Interactions	Lin-Smith-2010
NT5E	CEP68	0.00035931478	Genetic Interactions	Lin-Smith-2010
NT5E	SPTBN1	0.00027645988	Genetic Interactions	Lin-Smith-2010
NT5E	CD28	0.00056780444	Genetic Interactions	Lin-Smith-2010
NT5E	IL17RA	0.0007777853	Genetic Interactions	Lin-Smith-2010
NT5E	WDR37	0.00038251048	Genetic Interactions	Lin-Smith-2010
NT5E	CLDND1	0.0013040131	Genetic Interactions	Lin-Smith-2010
NT5E	SVIL	0.00025208553	Genetic Interactions	Lin-Smith-2010
NT5E	C1orf21	0.00027254946	Genetic Interactions	Lin-Smith-2010
NT5E	CXCR3	0.00089894765	Genetic Interactions	Lin-Smith-2010
NT5E	PRKCA	0.00030801914	Genetic Interactions	Lin-Smith-2010
NT5E	RAP1GAP2	0.00032651387	Genetic Interactions	Lin-Smith-2010
NT5E	TXK	0.00038290754	Genetic Interactions	Lin-Smith-2010
NT5E	LMO7	0.00026644385	Genetic Interactions	Lin-Smith-2010
NT5E	APBA2	0.0004335258	Genetic Interactions	Lin-Smith-2010
NT5E	TPST2	0.0009885065	Genetic Interactions	Lin-Smith-2010
NT5E	LLGL2	0.00089293084	Genetic Interactions	Lin-Smith-2010
UCHL1	GK5	0.000776326	Genetic Interactions	Lin-Smith-2010
UCHL1	MAML2	0.0003366975	Genetic Interactions	Lin-Smith-2010
UCHL1	SLC40A1	0.0004722294	Genetic Interactions	Lin-Smith-2010
UCHL1	SYNE1	0.00031087964	Genetic Interactions	Lin-Smith-2010
UCHL1	COQ8A	0.0010111195	Genetic Interactions	Lin-Smith-2010
UCHL1	CD28	0.00083173934	Genetic Interactions	Lin-Smith-2010
UCHL1	LEF1	0.00038112313	Genetic Interactions	Lin-Smith-2010
UCHL1	SVIL	0.00036926352	Genetic Interactions	Lin-Smith-2010
UCHL1	PLEKHG3	0.00092755805	Genetic Interactions	Lin-Smith-2010
UCHL1	BCL2	0.0005601604	Genetic Interactions	Lin-Smith-2010
UCHL1	C1orf21	0.00039923974	Genetic Interactions	Lin-Smith-2010
UCHL1	CCR4	0.00080314657	Genetic Interactions	Lin-Smith-2010
UCHL1	LMO7	0.00039029607	Genetic Interactions	Lin-Smith-2010
UCHL1	ABLIM1	0.00034052724	Genetic Interactions	Lin-Smith-2010
UCHL1	KCNAB2	0.0007431149	Genetic Interactions	Lin-Smith-2010
UCHL1	NT5E	0.00031016854	Genetic Interactions	Lin-Smith-2010
CA6	USP15	0.00092293404	Genetic Interactions	Lin-Smith-2010
CA6	SPTBN1	0.0007952562	Genetic Interactions	Lin-Smith-2010
CA6	CORO7	0.0029205224	Genetic Interactions	Lin-Smith-2010
CA6	ZEB2	0.0005541256	Genetic Interactions	Lin-Smith-2010
CA6	NT5E	0.00060909387	Genetic Interactions	Lin-Smith-2010
LTB	S1PR5	0.005460683	Genetic Interactions	Lin-Smith-2010
TTN	TLDC2	0.002459714	Genetic Interactions	Lin-Smith-2010
TTN	GK5	0.0012290064	Genetic Interactions	Lin-Smith-2010
TTN	CEP68	0.0008332467	Genetic Interactions	Lin-Smith-2010
TTN	SYNE1	0.00049215555	Genetic Interactions	Lin-Smith-2010
TTN	MTSS1	0.00085993827	Genetic Interactions	Lin-Smith-2010
TTN	IGF1R	0.0006392626	Genetic Interactions	Lin-Smith-2010
TTN	LEF1	0.0006033584	Genetic Interactions	Lin-Smith-2010
TTN	PRKCA	0.00071429275	Genetic Interactions	Lin-Smith-2010
TTN	UCHL1	0.00071927725	Genetic Interactions	Lin-Smith-2010
VEZF1	ARHGEF18	0.00081077527	Genetic Interactions	Lin-Smith-2010
VEZF1	TLDC2	0.0020861127	Genetic Interactions	Lin-Smith-2010
VEZF1	SNX20	0.00088440557	Genetic Interactions	Lin-Smith-2010
VEZF1	SAMD3	0.0009187283	Genetic Interactions	Lin-Smith-2010
VEZF1	GIMAP8	0.0005992565	Genetic Interactions	Lin-Smith-2010
VEZF1	USP15	0.00063102617	Genetic Interactions	Lin-Smith-2010
VEZF1	SLC40A1	0.00063403934	Genetic Interactions	Lin-Smith-2010
VEZF1	FOXP1	0.0003104653	Genetic Interactions	Lin-Smith-2010
VEZF1	ADGRG1	0.0011380966	Genetic Interactions	Lin-Smith-2010
VEZF1	KLRD1	0.0020933384	Genetic Interactions	Lin-Smith-2010
VEZF1	GLUL	0.0011316787	Genetic Interactions	Lin-Smith-2010
VEZF1	LMO7	0.00052403146	Genetic Interactions	Lin-Smith-2010
CD5	NOG	0.0030988734	Genetic Interactions	Lin-Smith-2010
CD5	S1PR5	0.0028667739	Genetic Interactions	Lin-Smith-2010
CD5	SLC40A1	0.0008721474	Genetic Interactions	Lin-Smith-2010
CD5	MBP	0.0007527693	Genetic Interactions	Lin-Smith-2010
CD5	SVIL	0.0006819825	Genetic Interactions	Lin-Smith-2010
CD5	ZEB2	0.00052114506	Genetic Interactions	Lin-Smith-2010
CD5	SERINC5	0.0014338047	Genetic Interactions	Lin-Smith-2010
CD5	SGSM3	0.0018182138	Genetic Interactions	Lin-Smith-2010
CD5	PRKCA	0.0008333031	Genetic Interactions	Lin-Smith-2010
CD5	LLGL2	0.0024157008	Genetic Interactions	Lin-Smith-2010
CD5	FHIT	0.0006449684	Genetic Interactions	Lin-Smith-2010
CD5	NT5E	0.0005728417	Genetic Interactions	Lin-Smith-2010
LITAF	NDFIP1	0.0030876293	Genetic Interactions	Lin-Smith-2010
LITAF	PIK3R5	0.0050384426	Genetic Interactions	Lin-Smith-2010
LITAF	FOXP1	0.0009992049	Genetic Interactions	Lin-Smith-2010
